

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Egypt",818,"Total dam capacity",4197,1997,168.196754,"E","","0"
"Egypt",818,"Total dam capacity",4197,2002,168.196754,"E","","0"
"Egypt",818,"Total dam capacity",4197,2007,168.196754,"E","","0"
"Egypt",818,"Total dam capacity",4197,2012,168.196754,"E","","0"
"Egypt",818,"Total dam capacity",4197,2017,168.196754,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,1992,2866.9829249633,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,1997,2591.9382077403,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,2002,2352.8943530187,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,2007,2149.9703842894,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,2012,1946.2206506258,"E","","0"
"Egypt",818,"Dam capacity per capita",4471,2017,1744.0090758242,"E","","0"
"Egypt",818,"Agricultural water withdrawal",4250,1990,,"","","0"
"Egypt",818,"Agricultural water withdrawal",4250,1997,54.026,"I","","0"
"Egypt",818,"Agricultural water withdrawal",4250,2002,60.6,"I","","0"
"Egypt",818,"Agricultural water withdrawal",4250,2007,64.6,"I","","0"
"Egypt",818,"Agricultural water withdrawal",4250,2012,61.5,"","","6785"
"Egypt",818,"Agricultural water withdrawal",4250,2017,61.35,"","","6785"
"Egypt",818,"Industrial water withdrawal",4252,1990,,"","","0"
"Egypt",818,"Industrial water withdrawal",4252,1997,4.2574,"I","","0"
"Egypt",818,"Industrial water withdrawal",4252,2002,3.6,"I","","0"
"Egypt",818,"Industrial water withdrawal",4252,2007,2.6,"I","","0"
"Egypt",818,"Industrial water withdrawal",4252,2012,1.2,"","","6785"
"Egypt",818,"Industrial water withdrawal",4252,2017,5.4,"","","6785"
"Egypt",818,"Municipal water withdrawal",4251,1990,,"","","0"
"Egypt",818,"Municipal water withdrawal",4251,1997,4.3574,"I","","0"
"Egypt",818,"Municipal water withdrawal",4251,2002,6.04,"I","","0"
"Egypt",818,"Municipal water withdrawal",4251,2007,7.89,"I","","0"
"Egypt",818,"Municipal water withdrawal",4251,2012,9.6,"","","6785"
"Egypt",818,"Municipal water withdrawal",4251,2017,10.75,"","","6785"
"Egypt",818,"Total water withdrawal",4253,1992,54.7166666667,"I","","0"
"Egypt",818,"Total water withdrawal",4253,1997,62.6408,"I","","0"
"Egypt",818,"Total water withdrawal",4253,2002,70.24,"I","","0"
"Egypt",818,"Total water withdrawal",4253,2007,75.09,"I","","0"
"Egypt",818,"Total water withdrawal",4253,2012,72.3,"E","","0"
"Egypt",818,"Total water withdrawal",4253,2017,77.5,"E","","0"
"Egypt",818,"Irrigation water requirement",4260,2002,45.11,"E","","6113"
"Egypt",818,"Irrigation water requirement",4260,2007,45.11,"I","","0"
"Egypt",818,"Irrigation water requirement",4260,2012,45.11,"I","","0"
"Egypt",818,"Irrigation water requirement",4260,2017,45.11,"I","","0"
"Egypt",818,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,86.2473020779,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,86.2756264237,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,86.0300972167,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,85.0622406639,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,79.1612903226,"E","","0"
"Egypt",818,"Industrial water withdrawal as % of total water withdrawal",4256,1997,6.79652878,"E","","0"
"Egypt",818,"Industrial water withdrawal as % of total water withdrawal",4256,2002,5.125284738,"E","","0"
"Egypt",818,"Industrial water withdrawal as % of total water withdrawal",4256,2007,3.4625116527,"E","","0"
"Egypt",818,"Industrial water withdrawal as % of total water withdrawal",4256,2012,1.6597510373,"E","","0"
"Egypt",818,"Industrial water withdrawal as % of total water withdrawal",4256,2017,6.9677419355,"E","","0"
"Egypt",818,"Municipal water withdrawal as % of total withdrawal",4255,1997,6.9561691422,"E","","0"
"Egypt",818,"Municipal water withdrawal as % of total withdrawal",4255,2002,8.5990888383,"E","","0"
"Egypt",818,"Municipal water withdrawal as % of total withdrawal",4255,2007,10.5073911306,"E","","0"
"Egypt",818,"Municipal water withdrawal as % of total withdrawal",4255,2012,13.2780082988,"E","","0"
"Egypt",818,"Municipal water withdrawal as % of total withdrawal",4255,2017,13.8709677419,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,1992,932.6681122767,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,1997,965.3044962058,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,2002,982.5831677824,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,2007,959.8358607818,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,2012,836.5901819975,"E","","0"
"Egypt",818,"Total water withdrawal per capita",4257,2017,803.5868716966,"E","","0"
"Egypt",818,"Environmental Flow Requirements",4549,1992,2.6,"X","[42]","6788"
"Egypt",818,"Environmental Flow Requirements",4549,1997,2.6,"X","[43]","6788"
"Egypt",818,"Environmental Flow Requirements",4549,2002,2.6,"X","[44]","6788"
"Egypt",818,"Environmental Flow Requirements",4549,2007,2.6,"X","[45]","6788"
"Egypt",818,"Environmental Flow Requirements",4549,2012,2.6,"X","[46]","6788"
"Egypt",818,"Environmental Flow Requirements",4549,2017,2.6,"X","[47]","6788"
"Egypt",818,"Fresh surface water withdrawal",4261,2000,,"","","5273"
"Egypt",818,"Fresh groundwater withdrawal",4262,2002,7.2434,"I","","0"
"Egypt",818,"Fresh groundwater withdrawal",4262,2007,7.7444,"I","","0"
"Egypt",818,"Fresh groundwater withdrawal",4262,2012,7.5,"","","6785"
"Egypt",818,"Fresh groundwater withdrawal",4262,2017,6.5,"","","6785"
"Egypt",818,"Total freshwater withdrawal",4263,1992,54.6916666667,"E","","0"
"Egypt",818,"Total freshwater withdrawal",4263,1997,62.0929428571,"E","","0"
"Egypt",818,"Total freshwater withdrawal",4263,2002,69.31,"E","","0"
"Egypt",818,"Total freshwater withdrawal",4263,2007,73.6275,"E","","0"
"Egypt",818,"Total freshwater withdrawal",4263,2012,63.7,"E","","0"
"Egypt",818,"Total freshwater withdrawal",4263,2017,64.2,"E","","0"
"Egypt",818,"Desalinated water produced",4264,1992,0.025,"I","","0"
"Egypt",818,"Desalinated water produced",4264,1997,0.0678571429,"I","","0"
"Egypt",818,"Desalinated water produced",4264,2002,0.1,"","","5996"
"Egypt",818,"Desalinated water produced",4264,2007,0.1625,"I","","0"
"Egypt",818,"Desalinated water produced",4264,2012,0.2,"I","","0"
"Egypt",818,"Desalinated water produced",4264,2017,0.2,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4535,1997,0.48,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4535,2002,0.83,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4535,2007,1.3,"E","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4535,2012,1.3,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4535,2017,1.2,"I","","0"
"Egypt",818,"Direct use of agricultural drainage water",4451,2001,,"","","6531"
"Egypt",818,"Direct use of agricultural drainage water",4451,2012,7.1,"I","","0"
"Egypt",818,"Direct use of agricultural drainage water",4451,2017,11.9,"I","","0"
"Egypt",818,"Produced municipal wastewater",4269,1997,3.632,"I","","0"
"Egypt",818,"Produced municipal wastewater",4269,2002,4.12,"I","","0"
"Egypt",818,"Produced municipal wastewater",4269,2007,5.92,"I","","0"
"Egypt",818,"Produced municipal wastewater",4269,2012,7.078,"","[48,49]","6421"
"Egypt",818,"Produced municipal wastewater",4269,2017,7.078,"I","","0"
"Egypt",818,"Collected municipal wastewater",4493,2012,6.497,"","","6421"
"Egypt",818,"Collected municipal wastewater",4493,2017,6.497,"I","","0"
"Egypt",818,"Treated municipal wastewater",4270,1992,0.65,"","","6208"
"Egypt",818,"Treated municipal wastewater",4270,1997,0.9925,"I","","0"
"Egypt",818,"Treated municipal wastewater",4270,2002,1.9,"","[50,51]","6220"
"Egypt",818,"Treated municipal wastewater",4270,2007,1.9,"I","","0"
"Egypt",818,"Treated municipal wastewater",4270,2012,4.013,"","[52,53]","6421"
"Egypt",818,"Treated municipal wastewater",4270,2017,4.282,"","","6786"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,1992,22.0,"","","6208"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,1997,67.0,"","","6212"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,2002,128.0,"I","","0"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,2007,225.0,"I","","0"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,2012,372.0,"","","6421"
"Egypt",818,"Number of municipal wastewater treatment facilities",4515,2017,382.0,"I","","0"
"Egypt",818,"Capacity of the municipal wastewater treatment facilities",4516,2007,3.576,"I","","0"
"Egypt",818,"Capacity of the municipal wastewater treatment facilities",4516,2012,4.6525,"I","","0"
"Egypt",818,"Capacity of the municipal wastewater treatment facilities",4516,2017,4.745,"I","","0"
"Egypt",818,"Not treated municipal wastewater",4491,1997,2.82125,"I","","0"
"Egypt",818,"Not treated municipal wastewater",4491,2002,2.4275,"I","","0"
"Egypt",818,"Not treated municipal wastewater",4491,2007,2.03375,"I","","0"
"Egypt",818,"Not treated municipal wastewater",4491,2012,3.065,"","[54]","6432"
"Egypt",818,"Not treated municipal wastewater",4491,2017,3.065,"I","","0"
"Egypt",818,"Treated municipal wastewater discharged (secondary water)",4510,1997,0.4928571429,"I","","0"
"Egypt",818,"Treated municipal wastewater discharged (secondary water)",4510,2002,0.5464285714,"I","","0"
"Egypt",818,"Treated municipal wastewater discharged (secondary water)",4510,2007,0.6,"","[55]","6432"
"Egypt",818,"Treated municipal wastewater discharged (secondary water)",4510,2012,3.011,"","","6432"
"Egypt",818,"Treated municipal wastewater discharged (secondary water)",4510,2017,3.011,"I","","0"
"Egypt",818,"Not treated municipal wastewater discharged (secondary water)",4517,2002,1.0,"I","","0"
"Egypt",818,"Not treated municipal wastewater discharged (secondary water)",4517,2007,1.0,"I","","0"
"Egypt",818,"Not treated municipal wastewater discharged (secondary water)",4517,2012,1.0,"I","","0"
"Egypt",818,"Not treated municipal wastewater discharged (secondary water)",4517,2017,1.0,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4265,1992,,"","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4265,1997,0.48,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4265,2002,0.83,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4265,2007,1.3,"","","6647"
"Egypt",818,"Direct use of treated municipal wastewater",4265,2012,1.3,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater",4265,2017,1.2,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater for irrigation purposes",4490,2012,0.29,"I","","0"
"Egypt",818,"Direct use of treated municipal wastewater for irrigation purposes",4490,2017,0.29,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,1992,8.5714285714,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,1997,22.5,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2002,42.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2007,42.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2012,35.5,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4533,2017,35.5,"I","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,95.115942029,"E","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,107.9877267081,"E","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,120.5391304348,"E","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,128.047826087,"E","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,110.7826086957,"E","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,111.652173913,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,93.9582608696,"I","","0"
"Egypt",818,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,105.3913043478,"I","","0"
"Egypt",818,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,112.347826087,"I","","0"
"Egypt",818,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,106.9565217391,"E","","0"
"Egypt",818,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,106.6956521739,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,1992,99.6205221615,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,1997,113.1018995576,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2002,126.247723133,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2007,134.1120218579,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2012,116.029143898,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2017,116.9398907104,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,1997,2.2694046984,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2002,2.4498748235,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.9969443158,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.0957701528,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.3793207123,"E","","0"
"Egypt",818,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,1997,0.3646741755,"E","","0"
"Egypt",818,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.3560199368,"E","","0"
"Egypt",818,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.4901508582,"E","","0"
"Egypt",818,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.5306064717,"E","","0"
"Egypt",818,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.646655587,"E","","0"
"Egypt",818,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,11.049312167,"E","","0"
"Egypt",818,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,15.4943327957,"E","","0"
"Egypt",818,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,30.2539062837,"E","","0"
"Egypt",818,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,89.2942508184,"E","","0"
"Egypt",818,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,20.141636108,"E","","0"
"Egypt",818,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,17.307132052,"E","","0"
"Egypt",818,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,15.6829141344,"E","","0"
"Egypt",818,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,14.5394989734,"E","","0"
"Egypt",818,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,16.2852899016,"E","","0"
"Egypt",818,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,17.7637395308,"E","","0"
"Egypt",818,"Irrigation potential",4307,1992,4420.0,"","","5048"
"Egypt",818,"Irrigation potential",4307,1997,4420.0,"","","5048"
"Egypt",818,"Irrigation potential",4307,2002,4420.0,"","","5048"
"Egypt",818,"Irrigation potential",4307,2007,4420.0,"","","5048"
"Egypt",818,"Irrigation potential",4307,2012,4420.0,"","","6083"
"Egypt",818,"Irrigation potential",4307,2017,4420.0,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: surface irrigation",4308,1997,3038.4444444444,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: surface irrigation",4308,2002,3029.0,"E","","6027"
"Egypt",818,"Area equipped for full control irrigation: surface irrigation",4308,2007,2842.125,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: surface irrigation",4308,2012,2795.0360110803,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: surface irrigation",4308,2017,2891.0775623269,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: sprinkler irrigation",4309,1997,141.4,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: sprinkler irrigation",4309,2002,171.9,"E","","6027"
"Egypt",818,"Area equipped for full control irrigation: sprinkler irrigation",4309,2007,320.7125,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: sprinkler irrigation",4309,2012,419.7673130194,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: sprinkler irrigation",4309,2017,434.1911357341,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,1992,78.15,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,1997,144.5111111111,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,2002,221.4,"E","","6027"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,2007,376.775,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,2012,481.1966759003,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: localized irrigation",4310,2017,497.7313019391,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: total",4311,1997,3324.3555555556,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: total",4311,2002,3422.3,"E","","0"
"Egypt",818,"Area equipped for full control irrigation: total",4311,2007,3539.6125,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: total",4311,2012,3696.0,"","","6787"
"Egypt",818,"Area equipped for full control irrigation: total",4311,2017,3823.0,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,1992,3025.6666666667,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,1997,3324.2222222222,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,2002,3422.0,"E","","6027"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,2007,3422.0,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,2012,3422.0,"I","","0"
"Egypt",818,"Area equipped for full control irrigation: actually irrigated",4461,2017,3422.0,"I","","0"
"Egypt",818,"% of area equipped for full control irrigation actually irrigated",4463,1997,99.9961039846,"I","","0"
"Egypt",818,"% of area equipped for full control irrigation actually irrigated",4463,2002,99.9912339655,"E","","0"
"Egypt",818,"% of area equipped for full control irrigation actually irrigated",4463,2007,96.6772492752,"E","","0"
"Egypt",818,"% of area equipped for full control irrigation actually irrigated",4463,2012,92.5865800866,"E","","0"
"Egypt",818,"% of area equipped for full control irrigation actually irrigated",4463,2017,89.5108553492,"E","","0"
"Egypt",818,"Area equipped for irrigation: equipped lowland areas",4312,1993,,"","","1400"
"Egypt",818,"Area equipped for irrigation: equipped lowland areas",4312,2002,,"","","6043"
"Egypt",818,"Area equipped for irrigation: spate irrigation",4316,1993,,"","","1400"
"Egypt",818,"Area equipped for irrigation: spate irrigation",4316,2002,,"","","6043"
"Egypt",818,"Area equipped for irrigation: total",4313,1997,3324.3555555556,"I","","0"
"Egypt",818,"Area equipped for irrigation: total",4313,2002,3422.3,"E","","0"
"Egypt",818,"Area equipped for irrigation: total",4313,2007,3539.6125,"I","","0"
"Egypt",818,"Area equipped for irrigation: total",4313,2012,3696.0,"E","","0"
"Egypt",818,"Area equipped for irrigation: total",4313,2017,3823.0,"I","","0"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,1992,3025.6666666667,"I","","0"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,1997,3324.2222222222,"I","","0"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,2002,3422.0,"E","","6027"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,2007,3422.0,"I","","0"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,2012,3422.0,"I","","0"
"Egypt",818,"Area equipped for irrigation: actually irrigated",4318,2017,3422.0,"I","","0"
"Egypt",818,"% of the area equipped for irrigation actually irrigated",4328,1997,99.9959891976,"E","","0"
"Egypt",818,"% of the area equipped for irrigation actually irrigated",4328,2002,100.0,"E","","6027"
"Egypt",818,"% of the area equipped for irrigation actually irrigated",4328,2007,96.6772492752,"E","","0"
"Egypt",818,"% of the area equipped for irrigation actually irrigated",4328,2012,92.5865800866,"E","","0"
"Egypt",818,"% of the area equipped for irrigation actually irrigated",4328,2017,89.5108553492,"E","","0"
"Egypt",818,"% of the cultivated area equipped for irrigation",4331,1997,102.4479973483,"E","","0"
"Egypt",818,"% of the cultivated area equipped for irrigation",4331,2002,99.9503504673,"E","","0"
"Egypt",818,"% of the cultivated area equipped for irrigation",4331,2007,100.0455765969,"E","","0"
"Egypt",818,"% of the cultivated area equipped for irrigation",4331,2012,100.0,"E","","0"
"Egypt",818,"% of the cultivated area equipped for irrigation",4331,2017,102.3898097633,"I","","0"
"Egypt",818,"% of irrigation potential equipped for irrigation",4330,1997,75.2116641528,"I","","0"
"Egypt",818,"% of irrigation potential equipped for irrigation",4330,2002,77.42760181,"E","","0"
"Egypt",818,"% of irrigation potential equipped for irrigation",4330,2007,80.0817307692,"I","","0"
"Egypt",818,"% of irrigation potential equipped for irrigation",4330,2012,83.6199095023,"E","","0"
"Egypt",818,"% of irrigation potential equipped for irrigation",4330,2017,86.4932126697,"E","","0"
"Egypt",818,"Flood recession cropping area non-equipped",4314,1993,,"","","1400"
"Egypt",818,"Flood recession cropping area non-equipped",4314,2002,,"","","6043"
"Egypt",818,"Cultivated wetlands and inland valley bottoms non-equipped",4315,1993,,"","","1400"
"Egypt",818,"Cultivated wetlands and inland valley bottoms non-equipped",4315,2002,,"","","6043"
"Egypt",818,"Total agricultural water managed area",4317,1997,3324.3555555556,"I","","0"
"Egypt",818,"Total agricultural water managed area",4317,2002,3422.3,"E","","0"
"Egypt",818,"Total agricultural water managed area",4317,2007,3539.6125,"I","","0"
"Egypt",818,"Total agricultural water managed area",4317,2012,3696.0,"E","","0"
"Egypt",818,"Total agricultural water managed area",4317,2017,3823.0,"I","","0"
"Egypt",818,"% of agricultural water managed area equipped for irrigation",4319,1997,100.0,"I","","0"
"Egypt",818,"% of agricultural water managed area equipped for irrigation",4319,2002,100.0,"E","","0"
"Egypt",818,"% of agricultural water managed area equipped for irrigation",4319,2007,100.0,"I","","0"
"Egypt",818,"% of agricultural water managed area equipped for irrigation",4319,2012,100.0,"E","","0"
"Egypt",818,"% of agricultural water managed area equipped for irrigation",4319,2017,100.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by surface water",4321,1997,2984.1111111111,"I","","0"
"Egypt",818,"Area equipped for irrigation by surface water",4321,2002,2843.0,"E","","6027"
"Egypt",818,"Area equipped for irrigation by surface water",4321,2007,2843.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by surface water",4321,2012,2843.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by surface water",4321,2017,2843.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by groundwater",4320,1997,241.6444444444,"I","","0"
"Egypt",818,"Area equipped for irrigation by groundwater",4320,2002,361.2,"E","","6027"
"Egypt",818,"Area equipped for irrigation by groundwater",4320,2007,227.6,"I","","0"
"Egypt",818,"Area equipped for irrigation by groundwater",4320,2012,227.6,"I","","0"
"Egypt",818,"Area equipped for irrigation by groundwater",4320,2017,227.6,"I","","0"
"Egypt",818,"Area equipped for irrigation by mixed surface water and groundwater",4322,1995,,"","","0"
"Egypt",818,"Area equipped for irrigation by mixed surface water and groundwater",4322,2000,,"","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,1992,8.5714285714,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,1997,22.5,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,2002,42.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,2007,42.0,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,2012,35.5,"I","","0"
"Egypt",818,"Area equipped for irrigation by direct use of treated municipal wastewater",4465,2017,35.5,"I","","0"
"Egypt",818,"% of area equipped for irrigation by surface water",4324,1997,89.7651006711,"E","","0"
"Egypt",818,"% of area equipped for irrigation by surface water",4324,2002,83.0727873068,"E","","0"
"Egypt",818,"% of area equipped for irrigation by surface water",4324,2007,80.3195265018,"E","","0"
"Egypt",818,"% of area equipped for irrigation by surface water",4324,2012,76.920995671,"E","","0"
"Egypt",818,"% of area equipped for irrigation by surface water",4324,2017,74.365681402,"E","","0"
"Egypt",818,"% of area equipped for irrigation by groundwater",4323,1997,7.2689109334,"E","","0"
"Egypt",818,"% of area equipped for irrigation by groundwater",4323,2002,10.554305584,"E","","0"
"Egypt",818,"% of area equipped for irrigation by groundwater",4323,2007,6.430082389,"E","","0"
"Egypt",818,"% of area equipped for irrigation by groundwater",4323,2012,6.158008658,"E","","0"
"Egypt",818,"% of area equipped for irrigation by groundwater",4323,2017,5.953439707,"E","","0"
"Egypt",818,"% of area equipped for irrigation by mixed surface water and groundwater",4325,1997,0.1,"I","","0"
"Egypt",818,"% of area equipped for irrigation by mixed surface water and groundwater",4325,2002,0.1,"I","","0"
"Egypt",818,"% of area equipped for irrigation by mixed surface water and groundwater",4325,2007,0.1,"I","","0"
"Egypt",818,"% of area equipped for irrigation by mixed surface water and groundwater",4325,2012,0.1,"I","","0"
"Egypt",818,"% of area equipped for irrigation by mixed surface water and groundwater",4325,2017,0.1,"I","","0"
"Egypt",818,"% of area equipped for irrigation by direct use of  treated municipal wastewater",4466,1997,0.6768229097,"E","","0"
"Egypt",818,"% of area equipped for irrigation by direct use of  treated municipal wastewater",4466,2002,1.2272448353,"E","","0"
"Egypt",818,"% of area equipped for irrigation by direct use of  treated municipal wastewater",4466,2007,1.1865705639,"E","","0"
"Egypt",818,"% of area equipped for irrigation by direct use of  treated municipal wastewater",4466,2012,0.9604978355,"E","","0"
"Egypt",818,"% of area equipped for irrigation by direct use of  treated municipal wastewater",4466,2017,0.9285901125,"E","","0"
"Egypt",818,"Area equipped for power irrigation (surface water or groundwater)",4326,1997,3021.8888888889,"I","","0"
"Egypt",818,"Area equipped for power irrigation (surface water or groundwater)",4326,2002,2938.0,"E","","6027"
"Egypt",818,"Area equipped for power irrigation (surface water or groundwater)",4326,2007,2938.0,"I","","0"
"Egypt",818,"Area equipped for power irrigation (surface water or groundwater)",4326,2012,2938.0,"I","","0"
"Egypt",818,"Area equipped for power irrigation (surface water or groundwater)",4326,2017,2938.0,"I","","0"
"Egypt",818,"% of area equipped for irrigation power irrigated",4327,1997,90.9014946924,"E","","0"
"Egypt",818,"% of area equipped for irrigation power irrigated",4327,2002,85.8486982439,"E","","0"
"Egypt",818,"% of area equipped for irrigation power irrigated",4327,2007,83.0034361106,"E","","0"
"Egypt",818,"% of area equipped for irrigation power irrigated",4327,2012,79.4913419913,"E","","0"
"Egypt",818,"% of area equipped for irrigation power irrigated",4327,2017,76.850640858,"E","","0"
"Egypt",818,"Total harvested irrigated crop area (full control irrigation)",4379,1997,5667.0,"I","","0"
"Egypt",818,"Total harvested irrigated crop area (full control irrigation)",4379,2002,6027.0,"","","0"
"Egypt",818,"Total harvested irrigated crop area (full control irrigation)",4379,2007,6218.25,"I","","0"
"Egypt",818,"Total harvested irrigated crop area (full control irrigation)",4379,2012,6333.0,"I","","0"
"Egypt",818,"Total harvested irrigated crop area (full control irrigation)",4379,2017,6333.0,"I","","0"
