Entity,Code,Year,Agricultural irrigated land (% of total agricultural land)
Pakistan,PAK,2016,50.5544382236234
Pakistan,PAK,2017,49.239250871551
Pakistan,PAK,2018,53.2231404958678
Palestine,PSE,2001,4.41734396668306
Palestine,PSE,2002,4.37837858457824
Palestine,PSE,2003,4.19618518216085
Palestine,PSE,2004,4.30517716368798
Palestine,PSE,2005,4.23309514438305
Palestine,PSE,2006,4.61280386830126
Palestine,PSE,2007,5.00707235160948
Palestine,PSE,2008,4.85436876282858
Palestine,PSE,2010,5.16337253161846
Palestine,PSE,2011,5.54913280097507
Palestine,PSE,2012,5.56679055607928
Palestine,PSE,2013,5.39135387381534
Panama,PAN,2007,1.43382023478806
Panama,PAN,2008,1.43549255338238
Panama,PAN,2009,1.43394873633268
Panama,PAN,2010,1.20014648846845
Panama,PAN,2011,0.892620415377817
Panama,PAN,2012,0.934041611332448
Panama,PAN,2013,1.09783089862771
Philippines,PHL,2006,8.33333333333333
Philippines,PHL,2007,8.2273112807464
Philippines,PHL,2008,9.06744379683597
Philippines,PHL,2009,9.39669421487603
Philippines,PHL,2010,9.10743801652893
Philippines,PHL,2011,9.26590538336052
Poland,POL,2005,0.446372438073683
Poland,POL,2007,0.465447023078415
Poland,POL,2010,0.318361132258288
Poland,POL,2013,0.527411519777932
Poland,POL,2016,0.923194657019619
Portugal,PRT,2005,11.8727264644119
Portugal,PRT,2007,15.9440796302569
Portugal,PRT,2010,12.7525539315358
Portugal,PRT,2013,12.9637134905839
Portugal,PRT,2016,13.0990900876754
Puerto Rico,PRI,2002,7.65765765765766
Puerto Rico,PRI,2003,7.88497217068646
Puerto Rico,PRI,2007,8.34920634920635
Puerto Rico,PRI,2012,10.6707317073171
Qatar,QAT,2010,19.5488721804511
Qatar,QAT,2011,17.8379209595571
Qatar,QAT,2015,16.2241887905605
Qatar,QAT,2016,16.4179104477612
Qatar,QAT,2017,16.4179104477612
Qatar,QAT,2018,16.4179104477612
Romania,ROU,2001,2.2097580754156
Romania,ROU,2002,3.29329194223242
Romania,ROU,2003,3.84459459459459
Romania,ROU,2004,2.31422505307856
Romania,ROU,2005,0.324400564174894
Romania,ROU,2006,0.687370895362918
Romania,ROU,2007,2.34776228906823
Romania,ROU,2008,1.8849933988558
Romania,ROU,2009,2.17311504294839
Romania,ROU,2010,0.58844306301215
Romania,ROU,2011,0.740237448147618
Romania,ROU,2012,1.20803903007355
Romania,ROU,2013,1.30097087378641
Romania,ROU,2014,1.04844540853218
Romania,ROU,2015,1.24837638908933
Romania,ROU,2016,1.13157310849789
Romania,ROU,2017,1.58469128419794
Romania,ROU,2018,1.99045773072909
Russia,RUS,2001,2.06906728272949
Russia,RUS,2002,2.05214838611407
Russia,RUS,2003,2.09962224369674
Russia,RUS,2004,2.09741642744699
Russia,RUS,2005,2.07436943620178
Russia,RUS,2006,2.05719111969112
Russia,RUS,2007,2.01937223560426
Russia,RUS,2008,1.97082053328631
Rwanda,RWA,2005,0.445341858769421
Saint Kitts and Nevis,KNA,2005,0.8
Saint Kitts and Nevis,KNA,2006,7.98403193612774
Saint Kitts and Nevis,KNA,2007,7.85854616895874
Saint Kitts and Nevis,KNA,2008,7.84313725490196
Saint Kitts and Nevis,KNA,2009,7.27272727272727
Saint Kitts and Nevis,KNA,2010,10.5263157894737
Saint Kitts and Nevis,KNA,2011,13.3333333333333
Saint Kitts and Nevis,KNA,2012,13.3333333333333
Senegal,SEN,2002,0.64
Senegal,SEN,2003,0.625579240037071
Senegal,SEN,2004,0.690687233797629
Senegal,SEN,2005,0.763445761166819
Senegal,SEN,2006,0.742224316682375
Serbia,SRB,2006,0.735651682216568
Serbia,SRB,2007,0.73217834252288
Serbia,SRB,2008,0.725385725385725
Serbia,SRB,2009,0.882319499715748
Serbia,SRB,2010,0.709904588823262
Serbia,SRB,2011,0.963664191372371
Serbia,SRB,2012,1.53064171431872
Serbia,SRB,2013,1.51810265811182
Serbia,SRB,2014,1.28336755646817
Serbia,SRB,2015,1.58000574547544
Serbia,SRB,2016,1.24421296296296
Serbia,SRB,2017,1.46241591108511
Serbia,SRB,2018,1.3568129330254
Seychelles,SYC,2003,5
Slovakia,SVK,2001,4.92239467849224
Slovakia,SVK,2002,3.35270451497541
Slovakia,SVK,2003,4.20393559928444
Slovakia,SVK,2004,2.17166494312306
Slovakia,SVK,2005,1.33951571354972
Slovakia,SVK,2006,1.28932439401753
Slovakia,SVK,2007,1.29533678756477
Slovakia,SVK,2008,1.34228187919463
Slovakia,SVK,2009,1.03626943005181
Slovakia,SVK,2010,0.76104283437034
Slovakia,SVK,2011,0.715137067938021
Slovakia,SVK,2012,1.28670748158141
Slovakia,SVK,2013,0.971796767719446
Slovakia,SVK,2014,0.957976077061501
Slovakia,SVK,2015,1.11722969395319
Slovakia,SVK,2016,1.1983032873807
Slovakia,SVK,2017,1.29856306546035
Slovakia,SVK,2018,1.15934356802541
Slovenia,SVN,2001,0.588235294117647
Slovenia,SVN,2002,0.594059405940594
Slovenia,SVN,2003,0.588235294117647
Slovenia,SVN,2004,0.609756097560976
Slovenia,SVN,2005,0.392927308447937
Slovenia,SVN,2006,0.610997963340122
Slovenia,SVN,2007,0.803212851405622
Slovenia,SVN,2008,0.646663217796172
Slovenia,SVN,2009,0.639877143588431
Slovenia,SVN,2010,0.641169493155516
Slovenia,SVN,2011,0.644527158763152
Slovenia,SVN,2012,0.326909560470096
Slovenia,SVN,2013,0.327756018419888
Slovenia,SVN,2014,0.3252878797736
Slovenia,SVN,2015,0.486625898230304
Slovenia,SVN,2016,0.50204055192071
Slovenia,SVN,2017,0.520291363163372
Slovenia,SVN,2018,0.522875816993464
South Africa,ZAF,2010,1.58735073433033
South Africa,ZAF,2011,1.66123643306286
South Korea,KOR,2002,54.872329338197
South Korea,KOR,2003,53.4174553101998
South Korea,KOR,2004,52.879027997887
South Korea,KOR,2005,52.0999468367889
South Korea,KOR,2006,51.3993541442411
South Korea,KOR,2007,51.6304347826087
Spain,ESP,2001,12.6253387533875
Spain,ESP,2002,12.8488391855604
Spain,ESP,2003,12.2697492539361
Spain,ESP,2004,11.7436620687283
Spain,ESP,2005,11.7096420244137
Spain,ESP,2006,11.6031174640897
Spain,ESP,2007,11.8483073846593
Spain,ESP,2008,11.9387392509417
Spain,ESP,2009,11.4658562745799
Spain,ESP,2010,12.0021782537666
Spain,ESP,2011,12.1196416672836
Spain,ESP,2012,13.0057159824809
Spain,ESP,2013,14.1846093995481
Spain,ESP,2014,14.4028896079464
Spain,ESP,2015,13.5398566402649
Spain,ESP,2016,13.7597703468782
Spain,ESP,2017,13.9335468804013
Spain,ESP,2018,14.1454194820544
Sudan,SDN,2011,2.17265863046859
Suriname,SUR,2009,70.2114427860697
Suriname,SUR,2010,71.0600255427842
Suriname,SUR,2011,69.55
Suriname,SUR,2012,72.9918032786885
Suriname,SUR,2013,72.65625
Suriname,SUR,2014,72.562358276644
Suriname,SUR,2015,75.8620689655172
Suriname,SUR,2016,75.8620689655172
Suriname,SUR,2017,75
Suriname,SUR,2018,73.8095238095238
Sweden,SWE,2003,1.68953525134366
Sweden,SWE,2005,1.51896766169154
Sweden,SWE,2007,1.72680905323558
Sweden,SWE,2010,2.04213938411669
Sweden,SWE,2013,1.70281177203977
Switzerland,CHE,2010,2.35892089143751
Switzerland,CHE,2013,2.2495023377257
Switzerland,CHE,2016,2.16283521125804
Syria,SYR,2003,9.85303699413596
Syria,SYR,2004,10.3487953973391
Syria,SYR,2005,10.3124096037026
Syria,SYR,2006,10.1030482092671
Syria,SYR,2007,10.0453335252213
Syria,SYR,2008,9.75679953950209
Syria,SYR,2009,8.90135174000575
Syria,SYR,2010,9.64193270060397
Syria,SYR,2011,10.0538986704995
Syria,SYR,2012,10.2578837727175
Syria,SYR,2013,9.41024351698872
Tajikistan,TJK,2006,14.9440337909187
Tajikistan,TJK,2007,15.0348910974836
Tajikistan,TJK,2008,15.0370213666173
Tajikistan,TJK,2009,14.7497583729041
Tajikistan,TJK,2014,17.2301073454668
Tajikistan,TJK,2015,17.242470928392
Tajikistan,TJK,2016,17.2810816520545
Tajikistan,TJK,2017,17.3414062994452
Timor,TLS,2002,7.98618784530387
Trinidad and Tobago,TTO,2004,9.09090909090909
Trinidad and Tobago,TTO,2012,9.25925925925926
Tunisia,TUN,2001,3.64248868301927
Tunisia,TUN,2002,3.67714841749462
Tunisia,TUN,2003,3.556827473426
Tunisia,TUN,2004,3.62156663275687
Tunisia,TUN,2005,3.62377850162866
Tunisia,TUN,2006,3.8037935957577
Tunisia,TUN,2007,3.88577256501785
Tunisia,TUN,2008,4.00769152919745
Tunisia,TUN,2009,4.12708141791807
Tunisia,TUN,2010,3.89519824666268
Tunisia,TUN,2011,3.76290706910246
Tunisia,TUN,2012,3.83995162265672
Tunisia,TUN,2013,3.94247209091823
Turkey,TUR,2002,12.658996019031
Turkey,TUR,2003,12.8309221533314
Turkey,TUR,2004,12.6546954622664
Turkey,TUR,2005,12.6507047036848
Turkey,TUR,2006,12.87876916998
Turkey,TUR,2007,13.2008606505506
Turkey,TUR,2008,13.3300955983845
Turkey,TUR,2009,13.4023797897767
Turkey,TUR,2010,13.3676817389521
Turkey,TUR,2011,13.6350563442884
Turkey,TUR,2012,13.5782539641211
Turkey,TUR,2013,13.5725997449444
Turkey,TUR,2014,13.5264823364631
Turkey,TUR,2015,13.5275349536977
Turkey,TUR,2016,13.6062408682947
Turkey,TUR,2017,13.7370597687222
Turkey,TUR,2018,13.7955663721496
Uganda,UGA,2013,0.0733957682969129
Ukraine,UKR,2001,1.31279449075752
Ukraine,UKR,2002,1.76369697555319
Ukraine,UKR,2003,1.76858904606456
Ukraine,UKR,2006,5.27322933824242
Ukraine,UKR,2007,5.26825958416129
Ukraine,UKR,2008,5.2697859149472
Ukraine,UKR,2009,0.981199728655877
Ukraine,UKR,2010,0.896600189013013
Ukraine,UKR,2011,0.898718538795087
Ukraine,UKR,2012,0.910477758674964
Ukraine,UKR,2013,0.968068198237249
Ukraine,UKR,2014,0.7467900074679
Ukraine,UKR,2015,0.756480678423436
Ukraine,UKR,2016,0.792484644104541
Ukraine,UKR,2017,0.899033478753405
Ukraine,UKR,2018,0.965423794430061
United Arab Emirates,ARE,2010,19.3729288809585
United Arab Emirates,ARE,2011,18.3011583011583
United Arab Emirates,ARE,2012,12.768781523759
United Arab Emirates,ARE,2013,20.9277807063785
United Arab Emirates,ARE,2014,21.5686274509804
United Arab Emirates,ARE,2015,21.6300940438871
United Arab Emirates,ARE,2016,21.8342886920271
United Arab Emirates,ARE,2017,21.8342886920271
United Arab Emirates,ARE,2018,21.4014407334643
United Kingdom,GBR,2003,1.33875914130691
United Kingdom,GBR,2005,1.22906345836282
United Kingdom,GBR,2007,0.783135943786479
United Kingdom,GBR,2010,0.385508592661403
United Kingdom,GBR,2013,0.283648885230316
United Kingdom,GBR,2018,0.413905093911878
United States,USA,2002,5.41901497104565
United States,USA,2007,5.54815994667411
United States,USA,2008,5.4098017947332
United States,USA,2012,5.60433187991234
United States,USA,2017,5.78551729401439
Uruguay,URY,2006,1.15005103776795
Uruguay,URY,2007,1.07903780068729
Uruguay,URY,2008,1.22665939757394
Uruguay,URY,2009,1.16781422978264
Uruguay,URY,2010,1.23328483336798
Uruguay,URY,2011,1.37684152554041
Uruguay,URY,2012,1.40548137737175
Uruguay,URY,2016,1.5825928974934
Uruguay,URY,2017,1.58781017480152
Uruguay,URY,2018,1.59105016445608
Uzbekistan,UZB,2015,14.3212547745327
Uzbekistan,UZB,2016,14.3104337228923
Uzbekistan,UZB,2017,14.2966593959863
Uzbekistan,UZB,2018,14.2702432196796
Venezuela,VEN,2007,3.16805046616262
Yemen,YEM,2002,2.88298951640176
Yemen,YEM,2003,1.9961693977442
Yemen,YEM,2004,2.86539032983826
Yemen,YEM,2005,3.04808060196404
Yemen,YEM,2006,3.2674482583485
